"date_value","dispoType","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2017-01-10,"Total",1,5,2,3,5,15,1,1,0,0,1,9,3,5,16,38,13,52
2017-01-11,"Dismissed/Withdrawn/Etc",0,1,0,2,3,6,0,0,0,0,0,0,1,4,5,7,9,15
2017-01-11,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2
2017-01-11,"Guilty",0,0,0,0,0,1,0,0,0,0,0,6,2,1,3,4,6,8
2017-01-11,"Guilty Plea/Nolo",0,1,0,3,2,0,7,0,0,0,2,3,6,4,3,28,11,16
2017-01-11,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3
2017-01-11,"Total",0,2,0,5,5,8,7,0,0,0,2,9,10,9,21,39,27,44
2017-01-12,"Dismissed/Withdrawn/Etc",0,3,0,4,0,8,3,0,0,0,0,6,1,1,2,5,3,22
2017-01-12,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,4
2017-01-12,"Guilty",1,0,0,0,1,2,0,0,0,0,1,0,0,0,6,1,1,6
2017-01-12,"Guilty Plea/Nolo",0,0,0,1,0,1,1,1,0,0,0,0,1,0,3,12,1,20
2017-01-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-01-12,"Total",1,3,0,5,1,11,4,1,0,0,1,7,2,1,20,20,6,53
2017-01-13,"Dismissed/Withdrawn/Etc",0,0,0,4,1,10,1,0,0,0,1,4,0,2,2,11,9,21
2017-01-13,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1
2017-01-13,"Guilty",1,0,1,1,0,1,1,0,0,0,0,1,2,1,10,2,2,9
2017-01-13,"Guilty Plea/Nolo",1,1,0,2,0,3,0,0,0,0,2,3,1,0,3,6,9,14
2017-01-13,"Not Guilty/Acquittal",0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,3,0,1
2017-01-13,"Total",2,1,1,8,1,16,2,0,0,0,3,8,3,3,18,22,26,46
2017-01-14,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-14,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-01-14,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-14,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-14,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-14,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-01-15,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
2017-01-15,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
2017-01-17,"Dismissed/Withdrawn/Etc",0,0,1,1,3,5,4,2,0,0,1,0,4,1,11,9,7,18
2017-01-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,2,0,6
2017-01-17,"Guilty",0,0,0,0,0,1,0,0,0,0,2,0,3,0,8,1,1,4
2017-01-17,"Guilty Plea/Nolo",1,2,2,2,3,2,2,0,0,0,0,2,1,2,5,8,3,10
2017-01-17,"Not Guilty/Acquittal",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,4
2017-01-17,"Total",1,2,3,3,6,9,7,2,0,0,3,6,8,3,31,20,17,42
2017-01-18,"Dismissed/Withdrawn/Etc",0,0,1,2,0,2,1,0,0,0,5,4,1,2,7,9,7,14
2017-01-18,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,6
2017-01-18,"Guilty",0,1,0,0,0,1,0,0,0,0,2,0,1,0,7,3,3,6
2017-01-18,"Guilty Plea/Nolo",0,0,4,2,2,0,1,0,0,1,0,7,0,3,6,6,3,16
2017-01-18,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3
2017-01-18,"Total",0,1,5,4,2,3,2,0,0,1,7,14,2,5,30,19,20,45
2017-01-19,"Dismissed/Withdrawn/Etc",0,0,1,8,5,12,2,0,0,0,0,5,1,0,3,5,6,31
2017-01-19,"Diversion",0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,15
2017-01-19,"Guilty",0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,4
2017-01-19,"Guilty Plea/Nolo",0,0,0,2,1,1,1,0,0,0,2,2,0,1,5,20,4,11
2017-01-19,"Not Guilty/Acquittal",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,1
2017-01-19,"Total",0,1,1,10,7,13,4,0,0,0,2,12,1,1,16,27,17,62
2017-01-20,"Dismissed/Withdrawn/Etc",0,0,1,0,3,7,1,1,0,0,3,5,4,2,5,8,3,25
2017-01-20,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6
2017-01-20,"Guilty",0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,3,3
2017-01-20,"Guilty Plea/Nolo",0,0,1,2,0,3,1,0,0,0,0,0,4,0,1,12,9,8
2017-01-20,"Not Guilty/Acquittal",0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3
2017-01-20,"Total",0,1,2,2,4,12,2,1,0,0,4,5,8,2,19,24,21,45
2017-01-21,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,18
2017-01-21,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,18
2017-01-22,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
2017-01-22,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
2017-01-23,"Dismissed/Withdrawn/Etc",0,1,1,3,1,10,2,0,0,0,4,8,5,3,1,2,3,24
2017-01-23,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,3
2017-01-23,"Guilty",0,2,0,0,0,3,0,0,0,0,0,6,3,0,9,1,4,9
2017-01-23,"Guilty Plea/Nolo",0,0,2,6,5,5,2,0,0,0,0,5,4,0,4,4,7,8
2017-01-23,"Not Guilty/Acquittal",0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,2,4
2017-01-23,"Total",0,3,3,9,7,20,4,0,0,0,5,21,12,3,20,10,16,48
2017-01-24,"Dismissed/Withdrawn/Etc",0,0,0,2,7,7,3,0,0,0,0,6,0,5,4,8,2,14
2017-01-24,"Diversion",0,0,0,0,0,0,0,0,0,0,2,3,1,0,3,0,0,2
2017-01-24,"Guilty",0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,8,3,5
2017-01-24,"Guilty Plea/Nolo",0,1,2,3,1,2,2,4,0,0,0,1,0,2,0,21,4,16
2017-01-24,"Not Guilty/Acquittal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2017-01-24,"Total",0,2,2,5,9,9,5,4,0,0,2,13,1,7,8,38,9,39
2017-01-25,"Dismissed/Withdrawn/Etc",0,0,1,4,0,6,0,1,0,0,0,9,0,0,6,10,6,29
2017-01-25,"Diversion",0,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,8
2017-01-25,"Guilty",0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,2,3,3
2017-01-25,"Guilty Plea/Nolo",0,1,0,0,1,4,0,0,0,0,1,1,1,0,2,8,8,13
2017-01-25,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,6
2017-01-25,"Total",0,1,1,4,1,14,0,1,0,0,2,13,1,0,20,22,19,59
2017-01-26,"Dismissed/Withdrawn/Etc",0,0,7,2,0,8,0,0,0,0,2,5,0,1,1,2,5,22
2017-01-26,"Diversion",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2
2017-01-26,"Guilty",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0
2017-01-26,"Guilty Plea/Nolo",1,1,1,3,1,4,2,2,0,0,0,3,3,2,2,6,5,4
2017-01-26,"Not Guilty/Acquittal",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-01-26,"Total",2,1,8,6,2,12,2,2,0,0,3,8,4,3,7,11,12,30
2017-01-27,"Dismissed/Withdrawn/Etc",0,1,0,3,2,10,1,0,0,0,3,2,4,3,6,6,5,20
2017-01-27,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,9,4
2017-01-27,"Guilty",2,1,0,1,1,2,2,0,0,0,0,4,7,0,4,5,0,5
2017-01-27,"Guilty Plea/Nolo",0,0,1,1,0,5,1,0,0,0,2,3,1,2,4,13,4,3
2017-01-27,"Not Guilty/Acquittal",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,7
2017-01-27,"Total",2,2,1,5,3,20,4,0,0,0,5,11,12,5,15,26,22,39
2017-01-28,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-28,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,"Total",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-29,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
2017-01-29,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
2017-01-30,"Dismissed/Withdrawn/Etc",0,1,1,3,3,11,1,1,0,0,0,4,2,3,2,6,7,27
2017-01-30,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2017-01-30,"Guilty",0,0,0,0,0,4,1,0,0,0,0,3,0,0,6,6,1,7
2017-01-30,"Guilty Plea/Nolo",1,4,5,4,1,2,0,2,0,0,4,1,1,1,3,11,13,13
2017-01-30,"Not Guilty/Acquittal",0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,3
2017-01-30,"Total",1,5,6,7,4,21,2,3,0,0,4,8,4,4,13,25,21,50
2017-01-31,"Dismissed/Withdrawn/Etc",0,0,0,3,1,7,0,0,0,0,0,4,0,1,4,1,6,28
2017-01-31,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4
2017-01-31,"Guilty",0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,3,1
2017-01-31,"Guilty Plea/Nolo",0,1,1,2,1,1,1,1,0,1,0,2,0,0,1,12,4,10
2017-01-31,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-01-31,"Total",0,1,1,5,3,8,1,1,0,1,3,8,0,1,10,15,13,44
2017-02-01,"Dismissed/Withdrawn/Etc",0,0,0,3,2,4,0,0,0,0,0,4,1,1,2,10,6,14
2017-02-01,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8
2017-02-01,"Guilty",0,0,1,0,0,1,1,0,0,0,1,4,0,1,3,1,2,8
2017-02-01,"Guilty Plea/Nolo",0,0,2,1,4,1,5,1,0,0,0,1,1,0,6,8,4,15
2017-02-01,"Not Guilty/Acquittal",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,4
2017-02-01,"Total",0,0,3,4,8,6,6,1,0,0,1,9,2,2,14,22,14,49
2017-02-02,"Dismissed/Withdrawn/Etc",0,2,1,2,0,8,1,0,0,0,3,3,1,2,1,6,3,14
2017-02-02,"Diversion",0,0,0,0,0,1,0,0,0,0,1,3,0,1,2,0,8,7
2017-02-02,"Guilty",0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2,0,3
2017-02-02,"Guilty Plea/Nolo",0,0,0,1,1,8,1,1,0,0,0,2,0,1,1,15,1,17
2017-02-02,"Not Guilty/Acquittal",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1
2017-02-02,"Total",0,2,1,4,3,18,2,1,0,0,4,9,1,4,9,23,14,42
2017-02-03,"Dismissed/Withdrawn/Etc",0,0,0,3,2,11,0,0,0,0,0,3,3,0,5,4,4,18
2017-02-03,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2
2017-02-03,"Guilty",0,0,0,1,0,3,0,0,0,0,0,1,0,0,10,2,1,1
2017-02-03,"Guilty Plea/Nolo",2,0,1,0,0,3,24,1,0,1,0,1,2,0,8,8,4,9
2017-02-03,"Not Guilty/Acquittal",1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2017-02-03,"Total",3,0,4,4,2,17,24,1,0,1,1,5,5,0,27,15,12,30
2017-02-05,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-02-05,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-02-06,"Dismissed/Withdrawn/Etc",0,0,4,6,1,12,4,1,0,0,1,2,1,0,3,7,11,23
2017-02-06,"Diversion",0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,5,0,1
2017-02-06,"Guilty",0,0,1,0,1,4,0,0,0,0,0,1,0,2,6,5,1,8
2017-02-06,"Guilty Plea/Nolo",0,0,8,7,4,5,2,2,0,0,2,4,3,1,10,6,18,13
2017-02-06,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2017-02-06,"Total",0,0,13,13,6,22,6,3,0,0,4,10,4,3,20,23,33,46
2017-02-07,"Dismissed/Withdrawn/Etc",0,0,0,1,2,6,0,0,0,0,0,3,1,1,2,4,5,12
2017-02-07,"Diversion",0,0,0,0,0,0,0,0,0,0,1,5,3,0,2,1,0,8
2017-02-07,"Guilty",0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,7,1,6
2017-02-07,"Guilty Plea/Nolo",0,1,0,2,5,2,3,0,0,0,0,2,0,2,6,14,3,11
2017-02-07,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1
2017-02-07,"Total",0,1,0,3,7,9,3,0,0,0,2,12,5,3,11,27,12,38
2017-02-08,"Dismissed/Withdrawn/Etc",0,0,0,0,2,5,1,1,0,0,3,4,2,0,6,10,4,13
2017-02-08,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,3
2017-02-08,"Guilty",0,0,0,1,2,0,0,0,0,0,1,1,2,0,5,1,3,4
2017-02-08,"Guilty Plea/Nolo",0,0,0,0,0,0,0,4,0,0,0,1,2,0,7,13,5,8
2017-02-08,"Not Guilty/Acquittal",0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,4
2017-02-08,"Total",0,1,0,2,6,6,1,5,0,0,4,6,6,0,33,26,14,32
2017-02-10,"Dismissed/Withdrawn/Etc",0,0,1,2,1,8,2,0,0,0,0,6,4,1,9,4,5,23
2017-02-10,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,3,5,6
2017-02-10,"Guilty",1,0,0,1,1,1,0,0,0,0,0,1,1,0,4,5,3,6
2017-02-10,"Guilty Plea/Nolo",0,0,0,1,1,2,5,0,0,0,1,3,3,1,4,14,2,9
2017-02-10,"Not Guilty/Acquittal",0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,2,1,5
2017-02-10,"Total",1,0,1,4,3,17,7,0,0,0,1,12,9,2,26,28,16,49
2017-02-11,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-02-11,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-02-12,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2017-02-12,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2017-02-13,"Dismissed/Withdrawn/Etc",0,0,5,3,0,7,4,0,0,0,7,8,6,3,0,2,7,18
2017-02-13,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,5
2017-02-13,"Guilty",0,0,0,1,0,3,0,0,0,0,3,1,0,0,4,2,5,10
2017-02-13,"Guilty Plea/Nolo",2,1,0,1,1,3,2,0,0,0,0,0,0,2,7,12,13,10
2017-02-13,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1
2017-02-13,"Total",2,1,5,5,1,14,6,0,0,0,10,10,8,5,12,18,29,44
2017-02-14,"Dismissed/Withdrawn/Etc",0,0,1,2,1,5,2,0,0,0,1,3,0,0,1,5,6,14
2017-02-14,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,5
2017-02-14,"Guilty",0,1,0,0,0,2,0,0,0,0,2,2,0,1,3,2,2,11
2017-02-14,"Guilty Plea/Nolo",1,0,3,4,4,1,2,0,0,0,4,2,2,0,4,16,2,12
2017-02-14,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
2017-02-14,"Total",1,1,4,6,5,8,4,0,0,0,7,9,5,1,11,24,13,43
2017-02-15,"Dismissed/Withdrawn/Etc",1,0,0,2,8,7,1,0,0,0,3,3,1,1,4,6,6,14
2017-02-15,"Diversion",0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1,0,7
2017-02-15,"Guilty",0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,8,2,5
2017-02-15,"Guilty Plea/Nolo",0,1,1,0,0,0,2,1,0,0,0,5,1,1,7,11,8,19
2017-02-15,"Not Guilty/Acquittal",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2
2017-02-15,"Total",1,1,1,3,8,10,4,1,0,0,3,9,4,2,24,28,18,47
2017-02-16,"Dismissed/Withdrawn/Etc",0,1,0,6,1,6,2,1,0,0,0,1,1,1,2,6,7,20
2017-02-16,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,1
2017-02-16,"Guilty",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,4
2017-02-16,"Guilty Plea/Nolo",2,1,0,2,1,5,1,0,0,0,0,3,2,0,2,8,3,14
2017-02-16,"Not Guilty/Acquittal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2017-02-16,"Total",2,3,0,8,2,11,3,1,0,0,1,6,6,1,9,19,11,43
2017-02-17,"Dismissed/Withdrawn/Etc",0,0,0,3,13,6,1,0,0,1,0,5,2,1,4,5,6,15
2017-02-17,"Diversion",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2
2017-02-17,"Guilty",0,0,0,0,1,0,2,0,0,0,0,5,1,0,6,4,4,10
2017-02-17,"Guilty Plea/Nolo",1,1,0,0,0,10,1,1,0,0,0,2,1,1,1,10,9,7
2017-02-17,"Not Guilty/Acquittal",0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,2,1
2017-02-17,"Total",1,1,1,4,14,18,4,1,0,1,1,12,5,2,11,20,26,35
2017-02-19,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2017-02-19,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2017-02-21,"Dismissed/Withdrawn/Etc",0,1,1,2,1,1,0,0,0,0,0,3,0,2,1,2,5,12
2017-02-21,"Diversion",0,0,0,0,0,3,0,0,0,0,1,3,1,0,4,1,0,5
2017-02-21,"Guilty",0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,7,1,8
2017-02-21,"Guilty Plea/Nolo",0,1,4,1,3,3,1,0,0,0,4,5,0,3,2,23,4,16
2017-02-21,"Not Guilty/Acquittal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
2017-02-21,"Total",1,2,7,3,4,7,1,0,0,0,5,11,1,5,15,34,12,42
2017-02-22,"Dismissed/Withdrawn/Etc",0,0,0,0,0,6,2,0,0,0,0,1,2,2,6,15,7,13
2017-02-22,"Diversion",0,0,0,0,0,0,0,0,0,0,1,1,2,1,11,2,0,4
2017-02-22,"Guilty",1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,11
2017-02-22,"Guilty Plea/Nolo",0,0,0,0,0,1,0,0,0,0,0,3,2,0,6,8,6,10
2017-02-22,"Not Guilty/Acquittal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2017-02-22,"Total",2,0,0,0,0,9,2,0,0,0,1,5,7,3,24,27,17,40
2017-02-23,"Dismissed/Withdrawn/Etc",0,2,1,7,2,7,3,0,0,0,2,7,4,0,1,8,3,22
2017-02-23,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
2017-02-23,"Guilty",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017-02-23,"Guilty Plea/Nolo",0,0,0,4,4,3,0,0,0,0,0,1,0,1,3,3,5,7
2017-02-23,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2
2017-02-23,"Total",0,2,3,11,6,11,3,0,0,0,2,8,4,1,12,12,8,34
2017-02-24,"Dismissed/Withdrawn/Etc",0,0,0,2,2,6,1,0,0,1,0,3,1,0,6,7,7,12
2017-02-24,"Diversion",0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,5,3
2017-02-24,"Guilty",0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,3,8
2017-02-24,"Guilty Plea/Nolo",0,1,0,0,2,2,1,2,0,0,1,0,0,0,2,3,6,5
2017-02-24,"Not Guilty/Acquittal",0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,4,5
2017-02-24,"Total",0,2,1,3,4,9,2,2,0,1,1,7,2,0,15,14,25,33
2017-02-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,26
2017-02-25,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,26
2017-02-26,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,"Diversion",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2
2017-02-26,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,"Total",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2
2017-02-27,"Dismissed/Withdrawn/Etc",0,0,1,1,0,4,1,0,0,0,2,6,1,2,3,8,9,17
2017-02-27,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,1,0,2
2017-02-27,"Guilty",0,0,1,1,0,1,0,0,0,0,1,4,1,0,6,3,2,6
2017-02-27,"Guilty Plea/Nolo",1,2,5,0,3,7,4,0,0,0,4,5,0,1,1,16,10,18
2017-02-27,"Not Guilty/Acquittal",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4,3
2017-02-27,"Total",1,2,7,3,3,13,5,0,0,0,7,17,3,4,15,29,25,46
